CDs 1 V x 2 HOURS Ex 340 nm,,CDs 1 V x 2 HOURS Ex 230 ,,CDs 1 V x 2 HOURS Ex 240 nm,,CDs 1 V x 2 HOURS Ex 250,,CDs 1 V x 2 HOURS Ex 260,,CDs 1 V x 2 HOURS Ex 270,,CDs 1 V x 2 HOURS Ex 280,,CDs 1 V x 2 HOURS Ex 290,,CDs 1 V x 2 HOURS Ex 300,,CDs 1 V x 2 HOURS Ex 300 (2),,CDs 1 V x 2 HOURS Ex 310,,CDs 1 V x 2 HOURS Ex 320,,CDs 1 V x 2 HOURS Ex 330,,CDs 1 V x 2 HOURS Ex 340,,CDs 1 V x 2 HOURS Ex 350,,CDs 1 V x 2 HOURS Ex 360,,CDs 1 V x 2 HOURS Ex 370,,CDs 1 V x 2 HOURS Ex 370,,CDs 1 V x 2 HOURS Ex 390,,CDs 1 V x 2 HOURS Ex 400,,CDs 1 V x 2 HOURS Ex 410,,CDs 1 V x 2 HOURS Ex 420,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
423.0299988,0.3110113144,323.0700073,-2.630315781,333.0700073,-2.690990448,343.0700073,-2.671946526,353.0700073,-2.256249905,353.0700073,-1.90119493,363.0299988,-1.399671555,373.0700073,-0.6560964584,383.0299988,0.2851557732,383.0299988,0.07180452347,393.0299988,1.44994545,403.0299988,1.974060059,413.0299988,1.723069668,423.0299988,0.579821825,433.0299988,-0.4003136158,443.0299988,-0.9612170458,452.980011,-0.8354878426,463.0299988,-1.113956451,472.980011,-1.603166699,482.980011,-1.719782114,492.980011,-1.958463669,502.980011,-2.217291594,
423.9299927,0.6032176018,324,-2.660023928,334,-2.622928381,344,-2.572669744,354,-2.149536848,354,-1.90927875,363.9299927,-1.40073204,374,-0.6093571186,383.9299927,0.3491740227,383.9299927,0.3974106312,393.9299927,1.380122185,403.9299927,2.284806252,413.9299927,1.429427624,423.9299927,0.4673910141,433.9299927,-0.371008873,443.9299927,-1.003645301,454.019989,-0.8519784212,463.9299927,-1.23668766,474.019989,-1.551331758,484.019989,-1.618480444,494.019989,-1.974609375,504.019989,-2.251449108,
425,0.54007864,325.0700073,-2.776650667,335.0700073,-2.731709719,345.0700073,-2.678377628,355.0700073,-2.221593857,355.0700073,-1.844672203,365,-1.28742373,375.0700073,-0.6396687031,385,0.3868913651,385,0.3761413097,395,1.532627106,405,2.428774357,415,1.592879295,425,0.5810573101,435,-0.6514225006,445,-1.038537502,455.0700073,-0.9578380585,465,-1.077198625,475.0700073,-1.568434,485.0700073,-1.619024634,495.0700073,-2.048282623,505.0700073,-2.196495533,
426.0599976,0.4563763142,326,-2.615238905,336,-2.62377739,346,-2.634087324,356,-2.163767815,356,-1.940482855,366.0599976,-1.361866474,376,-0.5090329647,386.0599976,0.5363242626,386.0599976,0.5685572624,396.0599976,1.771112442,406.0599976,2.070291042,416.0599976,1.735358715,426.0599976,0.4769313335,436.0599976,-0.5028409958,446.0599976,-0.9240195751,455.9700012,-0.9550309181,466.0599976,-1.231089592,475.9700012,-1.578056216,485.9700012,-1.649107456,495.9700012,-2.008755684,505.9700012,-2.238039494,
426.9599915,0.2488877773,327.0700073,-2.644719601,337.0700073,-2.596360445,347.0700073,-2.611205101,357.0700073,-2.135195255,357.0700073,-1.831210613,366.9599915,-1.353037715,377.0700073,-0.5243556499,386.9599915,0.5096204281,386.9599915,0.5884127617,396.9599915,1.669183254,406.9599915,2.011256695,416.9599915,1.473380566,426.9599915,0.4096536636,436.9599915,-0.3302257061,446.9599915,-0.9753702879,457.0100098,-1.022954583,466.9599915,-1.179361701,477.0100098,-1.594865799,487.0100098,-1.653925061,497.0100098,-1.958015919,507.0100098,-2.251638651,
428.0299988,0.4342141151,328,-2.615816116,338,-2.54122448,348,-2.69550395,358,-2.212973356,358,-1.870279312,368.0299988,-1.292734385,378,-0.4915752411,388.0299988,0.5976996422,388.0299988,0.7330069542,398.0299988,1.696372032,408.0299988,1.988797188,418.0299988,1.333055496,428.0299988,0.3093795776,438.0299988,-0.4664316177,448.0299988,-1.033841729,458.0499878,-1.060515761,468.0299988,-1.311039925,478.0499878,-1.724252462,488.0499878,-1.640199661,498.0499878,-2.061157942,508.0499878,-2.215977907,
428.9299927,0.4322357178,329.0700073,-2.703418016,339.0700073,-2.647223234,349.0700073,-2.664348125,359.0700073,-2.220874548,359.0700073,-1.866397381,368.9299927,-1.303164124,379.0700073,-0.3837921619,388.9299927,0.6649336815,388.9299927,0.6678926945,398.9299927,1.843215942,408.9299927,2.372591496,418.9299927,1.680605412,428.9299927,0.2297801971,438.9299927,-0.4775753021,448.9299927,-1.014429331,458.9500122,-1.025724888,468.9299927,-1.325407267,478.9500122,-1.727671623,488.9500122,-1.73166132,498.9500122,-2.011814833,508.9500122,-2.206959963,
430,0.4178609848,330,-2.674224854,340,-2.664108276,350,-2.695042849,360,-2.20507288,360,-1.866834164,370,-1.103576899,380,-0.5032529831,390,0.8136711121,390,0.8746459484,400,1.803335667,410,2.355284214,420,1.515619278,430,0.2741744518,440,-0.5496456623,450,-1.050426245,460,-0.8143024445,470,-1.349202156,480,-1.524561048,490,-1.659615755,500,-2.035935402,510,-2.207556963,
431.0599976,0.3094277382,331.0700073,-2.600737572,341.0700073,-2.637126207,351.0700073,-2.678434372,361.0599976,-2.228569031,361.0599976,-1.72628665,371.0700073,-1.141661286,381.0599976,-0.2600300312,391.0599976,0.9318926334,391.0599976,0.7575583458,401.0599976,1.886836052,411.0599976,2.51604414,421.0599976,1.29724884,431.0599976,0.3365850449,441.0599976,-0.5084004402,451.0400085,-1.021116495,461.0599976,-1.037084579,471.0400085,-1.330371141,481.0400085,-1.608149648,491.0400085,-1.774181485,501.0400085,-2.092547655,511.0400085,-2.243166208,
431.9599915,0.1159501076,332,-2.601260662,342,-2.691048384,352,-2.595211029,361.9599915,-2.201881409,361.9599915,-1.852612019,372,-1.242565513,381.9599915,-0.4141557217,391.9599915,0.6756079197,391.9599915,0.8690385818,401.9599915,1.760067463,411.9599915,2.256111145,421.9599915,1.300193787,431.9599915,0.3369889259,441.9599915,-0.6422359943,451.9400024,-0.7988334894,461.9599915,-0.9297817945,471.9400024,-1.301529646,481.9400024,-1.591702342,491.9400024,-1.759126186,501.9400024,-2.023131847,511.9400024,-2.219523668,
433.0299988,0.120313406,333.0700073,-2.528425217,343.0700073,-2.758829117,353.0700073,-2.679259539,363.0299988,-2.181386471,363.0299988,-1.834139585,373.0700073,-1.089058042,383.0299988,-0.4234073162,393.0299988,1.004812717,393.0299988,0.8938467503,403.0299988,2.224328995,413.0299988,2.311741352,423.0299988,1.392756939,433.0299988,0.2327115536,443.0299988,-0.4082071781,452.980011,-1.003058553,463.0299988,-1.029355526,472.980011,-1.43595314,482.980011,-1.522136569,492.980011,-1.805500865,502.980011,-2.108030796,512.9799805,-2.258495808,
433.9299927,0.134591341,334,-2.658986807,344,-2.636548042,354,-2.608985901,363.9299927,-2.16201067,363.9299927,-1.81293416,374,-1.063108802,383.9299927,-0.2398488522,393.9299927,0.8684740067,393.9299927,0.8895988464,403.9299927,1.915164948,413.9299927,2.112114429,423.9299927,1.266596794,433.9299927,0.4110572338,443.9299927,-0.4793229103,454.019989,-1.097755909,463.9299927,-0.8894834518,474.019989,-1.3952595,484.019989,-1.543543339,494.019989,-1.799419403,504.019989,-2.101741791,514.0200195,-2.290220737,
435,0.4120976925,335.0700073,-2.688626528,345.0700073,-2.609578609,355.0700073,-2.625617266,365,-2.209215641,365,-1.812588215,375.0700073,-1.132492065,385,0.005355119705,395,1.117633343,395,1.059725046,405,2.166820526,415,2.418059349,425,1.418729782,435,0.3146710396,445,-0.5173332691,455.0700073,-0.9480252266,465,-1.138771653,475.0700073,-1.46767354,485.0700073,-1.536341786,495.0700073,-1.929202557,505.0700073,-2.066845894,515.0700073,-2.308503866,
436.0599976,0.2546699047,336,-2.616106987,346,-2.691205978,356,-2.679563761,366.0599976,-2.061521292,366.0599976,-1.725221395,376,-1.04476881,386.0599976,-0.1259675026,396.0599976,1.194797516,396.0599976,1.252571583,406.0599976,2.006419659,416.0599976,2.290376186,426.0599976,1.221259117,436.0599976,0.3394663334,446.0599976,-0.6632714272,455.9700012,-1.099481106,466.0599976,-0.9897454977,475.9700012,-1.448363543,485.9700012,-1.562299609,495.9700012,-1.892749786,505.9700012,-2.134951115,515.9699707,-2.30240941,
436.9599915,0.180087328,337.0700073,-2.644467831,347.0700073,-2.582142591,357.0700073,-2.671355009,366.9599915,-2.275443792,366.9599915,-1.628290415,377.0700073,-1.07900238,386.9599915,-0.1855332851,396.9599915,1.351590633,396.9599915,1.18795228,406.9599915,1.907702446,416.9599915,2.259657383,426.9599915,1.172457933,436.9599915,0.003576993942,446.9599915,-0.3728909492,457.0100098,-1.007306099,466.9599915,-1.00456059,477.0100098,-1.356433272,487.0100098,-1.646232247,497.0100098,-1.875926137,507.0100098,-2.059483051,517.0100098,-2.272268295,
438.0299988,0.1750628948,338,-2.63057065,348,-2.663722038,358,-2.542237282,368.0299988,-2.188714981,368.0299988,-1.596536994,378,-0.9897700548,388.0299988,-0.1010084152,398.0299988,1.481707096,398.0299988,1.235598564,408.0299988,2.159711361,418.0299988,2.144182205,428.0299988,1.332657814,438.0299988,-0.01340675354,448.0299988,-0.4452824593,458.0499878,-1.024845719,468.0299988,-1.311911345,478.0499878,-1.280165553,488.0499878,-1.576220989,498.0499878,-2.02285552,508.0499878,-2.160500288,518.0499878,-2.261450768,
438.9299927,0.09366846085,339.0700073,-2.614934206,349.0700073,-2.650138378,359.0700073,-2.581456423,368.9299927,-2.198885202,368.9299927,-1.643323064,379.0700073,-0.9770178795,388.9299927,-0.1111280918,398.9299927,1.415623665,398.9299927,1.159327269,408.9299927,2.160755157,418.9299927,2.129918575,428.9299927,1.149284363,438.9299927,0.08249235153,448.9299927,-0.5907382965,458.9500122,-1.031236053,468.9299927,-1.301186562,478.9500122,-1.52860713,488.9500122,-1.563472867,498.9500122,-1.982475758,508.9500122,-2.105504274,518.9500122,-2.276380539,
440,-0.1111853123,340,-2.732626438,350,-2.582362413,360,-2.60951829,370,-2.120839834,370,-1.631983876,380,-0.8158255816,390,-0.07345199585,400,1.475390911,400,1.375803471,410,1.945653915,420,2.014075279,430,1.207061052,440,0.3175694942,450,-0.4398753643,460,-1.241272926,470,-1.145235419,480,-1.522152066,490,-1.739277601,500,-1.885677338,510,-2.133091688,520,-2.3095541,
441.0599976,0.03455209732,341.0700073,-2.601400375,351.0700073,-2.598935127,361.0599976,-2.616896629,371.0700073,-2.210658073,371.0700073,-1.682451129,381.0599976,-0.7605808973,391.0599976,0.0002310276031,401.0599976,1.397526264,401.0599976,1.281959057,411.0599976,2.125552177,421.0599976,1.886701584,431.0599976,0.9620277882,441.0599976,0.02443170547,451.0400085,-0.5767130852,461.0599976,-1.061105967,471.0400085,-1.117942333,481.0400085,-1.329996467,491.0400085,-1.759156466,501.0400085,-1.968354464,511.0400085,-2.122056961,521.0200195,-2.335480452,
441.9599915,-0.09092974663,342,-2.586488724,352,-2.637553453,361.9599915,-2.587337732,372,-2.146626472,372,-1.691023231,381.9599915,-0.8829977512,391.9599915,0.07874131203,401.9599915,1.448284626,401.9599915,1.525261879,411.9599915,2.038500309,421.9599915,2.008001804,431.9599915,1.274201155,441.9599915,0.006514787674,451.9400024,-0.6226859093,461.9599915,-1.137069464,471.9400024,-1.238353014,481.9400024,-1.435789943,491.9400024,-1.791965961,501.9400024,-1.988230944,511.9400024,-2.062260628,522.0499878,-2.290736675,
443.0299988,0.1097295284,343.0700073,-2.630470753,353.0700073,-2.663784027,363.0299988,-2.577428818,373.0700073,-2.207546949,373.0700073,-1.490491152,383.0299988,-0.8586659431,393.0299988,0.3809819221,403.0299988,1.391702175,403.0299988,1.548277855,413.0299988,2.032021523,423.0299988,2.150589466,433.0299988,1.082653046,443.0299988,0.08923816681,452.980011,-0.6090664864,463.0299988,-1.110686541,472.980011,-1.214892149,482.980011,-1.384192586,492.980011,-1.797114611,502.980011,-1.962511063,512.9799805,-2.135713577,522.9400024,-2.291368961,
443.9299927,-0.1068947315,344,-2.49941802,354,-2.597386122,363.9299927,-2.63958025,374,-2.172084332,374,-1.575622678,383.9299927,-0.7793482542,393.9299927,0.2653837204,403.9299927,1.461027622,403.9299927,1.59011507,413.9299927,2.043418407,423.9299927,1.868875027,433.9299927,1.180620432,443.9299927,0.00900387764,454.019989,-0.5528125763,463.9299927,-1.048538685,474.019989,-1.236070752,484.019989,-1.444564581,494.019989,-1.758815408,504.019989,-2.010147333,514.0200195,-2.122591496,523.9699707,-2.290557861,
445,-0.1125500202,345.0700073,-2.645177841,355.0700073,-2.704637051,365,-2.59379673,375.0700073,-2.107151747,375.0700073,-1.686191678,385,-0.8086096048,395,0.4441962242,405,1.405843258,405,1.450155735,415,1.991808891,425,1.807275772,435,0.9318380356,445,0.07787942886,455.0700073,-0.7480655909,465,-1.235975504,475.0700073,-1.198457479,485.0700073,-1.316299438,495.0700073,-1.749647141,505.0700073,-2.010527611,515.0700073,-2.104843616,525,-2.299428225,
446.0599976,0.01815152168,346,-2.703486443,356,-2.70394659,366.0599976,-2.616498709,376,-2.12699604,376,-1.560660958,386.0599976,-0.8555262089,396.0599976,0.3273005486,406.0599976,1.511760712,406.0599976,1.468645096,416.0599976,2.219331264,426.0599976,1.979962349,436.0599976,0.9530498981,446.0599976,0.03280091286,455.9700012,-0.6535873413,466.0599976,-1.25173533,475.9700012,-1.349761367,485.9700012,-1.33215785,495.9700012,-1.749306202,505.9700012,-2.038190126,515.9699707,-2.174108028,526.0200195,-2.325744867,
446.9599915,-0.2062573433,347.0700073,-2.644967556,357.0700073,-2.583159208,366.9599915,-2.586731434,377.0700073,-2.068640947,377.0700073,-1.548461914,386.9599915,-0.873490572,396.9599915,0.2962901592,406.9599915,1.607466698,406.9599915,1.657634258,416.9599915,2.153493404,426.9599915,1.872663498,436.9599915,0.8767960072,446.9599915,-0.02487182617,457.0100098,-0.7150011063,466.9599915,-1.160420656,477.0100098,-1.369840026,487.0100098,-1.339830995,497.0100098,-1.852015495,507.0100098,-2.031108379,517.0100098,-2.165296078,527.0499878,-2.30839777,
448.0299988,-0.1294312477,348,-2.572405338,358,-2.597704172,368.0299988,-2.640847683,378,-2.112544537,378,-1.617442012,388.0299988,-0.878937602,398.0299988,0.2377173901,408.0299988,1.679796219,408.0299988,1.742726803,418.0299988,2.064791679,428.0299988,2.05831337,438.0299988,0.4382655621,448.0299988,0.01542878151,458.0499878,-0.7583378553,468.0299988,-1.145264864,478.0499878,-1.301423788,488.0499878,-1.50393033,498.0499878,-1.804812074,508.0499878,-2.056690454,518.0499878,-2.145567894,527.9400024,-2.282218933,
448.9299927,-0.1196258068,349.0700073,-2.820343494,359.0700073,-2.677489042,368.9299927,-2.656653404,379.0700073,-2.065251112,379.0700073,-1.577983856,388.9299927,-0.8372793198,398.9299927,0.3428945541,408.9299927,1.678629398,408.9299927,1.701999664,418.9299927,2.29467392,428.9299927,1.468412876,438.9299927,1.003070593,448.9299927,-0.1510910988,458.9500122,-0.7306619883,468.9299927,-1.181071162,478.9500122,-1.297101974,488.9500122,-1.486556888,498.9500122,-1.897042036,508.9500122,-2.042258739,518.9500122,-2.215242386,528.9699707,-2.315211058,
450,-0.2255716324,350,-2.631206989,360,-2.70463419,370,-2.641769648,380,-2.136935949,380,-1.494052291,390,-0.7536457777,400,0.2480700016,410,1.704094887,410,1.689903259,420,1.951117992,430,1.662718773,440,0.7227535248,450,-0.2877855301,460,-0.7744665146,470,-1.082160711,480,-1.425835848,490,-1.471001625,500,-1.868932486,510,-1.974228621,520,-2.201785088,530,-2.31034255,
451.0400085,-0.1534173489,351.0700073,-2.557986259,361.0599976,-2.677898169,371.0700073,-2.603043318,381.0599976,-2.1270504,381.0599976,-1.587347627,391.0599976,-0.8923369646,401.0599976,0.4536771774,411.0599976,1.719600677,411.0599976,1.749970436,421.0599976,2.057481766,431.0599976,1.545435429,441.0599976,0.6861014366,451.0400085,-0.2208051682,461.0599976,-0.7576165199,471.0400085,-1.311774015,481.0400085,-1.40999198,491.0400085,-1.5871135,501.0400085,-1.800611138,511.0400085,-2.025621653,521.0200195,-2.169071674,531.039978,-2.345473528,
451.9400024,-0.1047224998,352,-2.601231575,361.9599915,-2.58415699,372,-2.648361921,381.9599915,-2.011862755,381.9599915,-1.561048627,391.9599915,-0.7294267416,401.9599915,0.3922805786,411.9599915,1.62958765,411.9599915,1.512406826,421.9599915,1.913839817,431.9599915,1.419835567,441.9599915,0.8950810432,451.9400024,-0.1237008572,461.9599915,-0.8787634373,471.9400024,-1.292148352,481.9400024,-1.141954899,491.9400024,-1.591617227,501.9400024,-1.877207279,511.9400024,-2.088047743,522.0499878,-2.184919357,531.9400024,-2.31650424,
452.980011,-0.3959307671,353.0700073,-2.659981728,363.0299988,-2.623539209,373.0700073,-2.594931841,383.0299988,-2.02056551,383.0299988,-1.440011263,393.0299988,-0.6767048836,403.0299988,0.2797541618,413.0299988,1.566282749,413.0299988,1.536374092,423.0299988,2.103309631,433.0299988,1.220254183,443.0299988,0.3879778385,452.980011,-0.133254528,463.0299988,-0.8252182007,472.980011,-1.184094548,482.980011,-1.129703522,492.980011,-1.689048529,502.980011,-1.908349633,512.9799805,-2.09317112,522.9400024,-2.287938833,532.9799805,-2.388828754,
454.019989,-0.2896473408,354,-2.732755184,363.9299927,-2.6372962,374,-2.649393559,383.9299927,-2.113308191,383.9299927,-1.540974855,393.9299927,-0.8131971359,403.9299927,0.4322323799,413.9299927,1.546744347,413.9299927,1.496518135,423.9299927,2.059244633,433.9299927,1.310569286,443.9299927,0.4081473351,454.019989,-0.3233828545,463.9299927,-0.9761850834,474.019989,-1.291113496,484.019989,-1.2494452,494.019989,-1.705426693,504.019989,-1.876977921,514.0200195,-2.07209301,523.9699707,-2.158483982,534.0200195,-2.361674786,
455.0700073,-0.1534173489,355.0700073,-2.64394784,365,-2.528126955,375.0700073,-2.648624659,385,-1.984135151,385,-1.416665196,395,-0.8090001345,405,0.3847432137,415,1.707894325,415,1.553828239,425,1.879875183,435,1.446570396,445,0.347574234,455.0700073,-0.1754179001,465,-0.8411009312,475.0700073,-1.378222585,485.0700073,-1.360896826,495.0700073,-1.671690345,505.0700073,-1.881812811,515.0700073,-2.064726591,525,-2.172188997,535.0700073,-2.373272896,
455.9700012,-0.4089252949,356,-2.514374971,366.0599976,-2.596455812,376,-2.585926294,386.0599976,-2.045043945,386.0599976,-1.340926766,396.0599976,-0.6819941998,406.0599976,0.4639873505,416.0599976,1.55835104,416.0599976,1.656714439,426.0599976,2.071947098,436.0599976,1.424825191,446.0599976,0.5247979164,455.9700012,-0.1859755516,466.0599976,-0.9367790222,475.9700012,-1.346556425,485.9700012,-1.337403297,495.9700012,-1.662971377,505.9700012,-2.035858631,515.9699707,-2.018151283,526.0200195,-2.138706207,535.9699707,-2.336773872,
457.0100098,-0.3650844097,357.0700073,-2.673750401,366.9599915,-2.59703207,377.0700073,-2.547509909,386.9599915,-1.96641922,386.9599915,-1.508929849,396.9599915,-0.7986011505,406.9599915,0.3718338013,416.9599915,1.300323963,416.9599915,1.61148262,426.9599915,1.811665535,436.9599915,1.303781986,446.9599915,0.6986041069,457.0100098,-0.2436151505,466.9599915,-0.8159569502,477.0100098,-1.403272867,487.0100098,-1.519404769,497.0100098,-1.763308525,507.0100098,-1.939350486,517.0100098,-1.994310856,527.0499878,-2.113517046,537.0100098,-2.35162735,
458.0499878,-0.325709343,358,-2.732619762,368.0299988,-2.597191334,378,-2.525195837,388.0299988,-1.939046144,388.0299988,-1.417525887,398.0299988,-0.5391778946,408.0299988,0.4904630184,418.0299988,1.402186394,418.0299988,1.657295704,428.0299988,1.567353725,438.0299988,1.411850452,448.0299988,0.280888319,458.0499878,-0.2200920582,468.0299988,-0.874032855,478.0499878,-1.322938323,488.0499878,-1.414678335,498.0499878,-1.713552833,508.0499878,-1.96766901,518.0499878,-2.134007215,527.9400024,-2.151851416,538.0499878,-2.360888481,
458.9500122,-0.1338794231,359.0700073,-2.443354845,368.9299927,-2.58381176,379.0700073,-2.649052382,388.9299927,-1.914928913,388.9299927,-1.466201067,398.9299927,-0.684119463,408.9299927,0.2686142921,418.9299927,1.408167839,418.9299927,1.538245678,428.9299927,1.653759003,438.9299927,1.23934269,448.9299927,0.62555933,458.9500122,-0.3716170788,468.9299927,-0.9997621775,478.9500122,-1.424028397,488.9500122,-1.291320682,498.9500122,-1.7710917,508.9500122,-1.978293896,518.9500122,-2.12811923,528.9699707,-2.225840569,538.9500122,-2.374875546,
460,-0.3242697716,360,-2.602188349,370,-2.637280941,380,-2.640865564,390,-1.908359766,390,-1.388560534,400,-0.6344306469,410,0.4305176735,420,1.572822571,420,1.493613243,430,1.54410553,440,1.245877743,450,0.6992204189,460,-0.3863983154,470,-1.18935442,480,-1.433098435,490,-1.393672705,500,-1.686517477,510,-1.933673143,520,-2.117571592,530,-2.222118616,540,-2.370848894,
461.0599976,-0.3442897797,361.0599976,-2.48690486,371.0700073,-2.610208035,381.0599976,-2.572658539,391.0599976,-1.884299994,391.0599976,-1.423777938,401.0599976,-0.4706315994,411.0599976,0.4588027,421.0599976,1.450881004,421.0599976,1.282337666,431.0599976,1.511800289,441.0599976,1.151993036,451.0400085,0.4887359142,461.0599976,-0.2420313358,471.0400085,-0.9387124777,481.0400085,-1.511772156,491.0400085,-1.629292727,501.0400085,-1.82369864,511.0400085,-1.894067764,521.0200195,-2.222064734,531.039978,-2.207044363,541.0200195,-2.364572048,
461.9599915,-0.3749911785,361.9599915,-2.601521015,372,-2.50252223,381.9599915,-2.60334897,391.9599915,-1.907694101,391.9599915,-1.295932293,401.9599915,-0.5214970112,411.9599915,0.5411872864,421.9599915,1.629197598,421.9599915,1.416003704,431.9599915,1.561905384,441.9599915,1.033743143,451.9400024,0.4978830814,461.9599915,-0.1982390881,471.9400024,-1.027920604,481.9400024,-1.467220783,491.9400024,-1.601955414,501.9400024,-1.840463877,511.9400024,-1.943920135,522.0499878,-2.127585411,531.9400024,-2.211280823,542.0499878,-2.401645899,
463.0299988,-0.4422316551,363.0299988,-2.65920186,373.0700073,-2.637253761,383.0299988,-2.586465836,393.0299988,-1.865278006,393.0299988,-1.383347988,403.0299988,-0.7319718599,413.0299988,0.4610497952,423.0299988,1.398024082,423.0299988,1.412729263,433.0299988,1.252044916,443.0299988,1.145278454,452.980011,0.3915302753,463.0299988,-0.4993765354,472.980011,-1.244430065,482.980011,-1.52668047,492.980011,-1.595457196,502.980011,-1.856692791,512.9799805,-1.907809258,522.9400024,-2.088392973,532.9799805,-2.263964415,542.9400024,-2.428843737,
463.9299927,-0.5182030201,363.9299927,-2.631674051,374,-2.503326654,383.9299927,-2.57916522,393.9299927,-1.890566349,393.9299927,-1.293764591,403.9299927,-0.4816832542,413.9299927,0.5292534828,423.9299927,1.352605343,423.9299927,1.45717907,433.9299927,1.301325798,443.9299927,0.9509372711,454.019989,0.1795601845,463.9299927,-0.3836803436,474.019989,-1.057727814,484.019989,-1.519672394,494.019989,-1.544246197,504.019989,-1.863956928,514.0200195,-1.944113255,523.9699707,-2.166714668,534.0200195,-2.178602457,543.9699707,-2.427262783,
465,-0.5325760841,365,-2.644953728,375.0700073,-2.624300957,385,-2.587643862,395,-1.967490554,395,-1.201724768,405,-0.5975553989,415,0.4405040741,425,1.374213219,425,1.501997471,435,1.23871398,445,0.6613879204,455.0700073,-0.0426337719,465,-0.6286284924,475.0700073,-1.042636991,485.0700073,-1.46473515,495.0700073,-1.552532911,505.0700073,-1.921567678,515.0700073,-2.039003611,525,-2.150861263,535.0700073,-2.254259825,545,-2.432514906,
466.0599976,-0.5497479439,366.0599976,-2.525150537,376,-2.596213579,386.0599976,-2.573292732,396.0599976,-1.918956041,396.0599976,-1.14301002,406.0599976,-0.6348986626,416.0599976,0.5727753639,426.0599976,1.287796497,426.0599976,1.204596758,436.0599976,1.232594728,446.0599976,0.6275997162,455.9700012,0.2037196159,466.0599976,-0.5652725697,475.9700012,-0.9980182648,485.9700012,-1.46366024,495.9700012,-1.563388705,505.9700012,-1.854375839,515.9699707,-2.06013751,526.0200195,-2.104706287,535.9699707,-2.225061178,546.0200195,-2.400926828,
